RAIN,DATE,TMAX,TMIN,PRCP,PREV_PRCP_1,PREV_PRCP_2,PREV_PRCP_3,PREV_PRCP_4,PREV_PRCP_5,PREV_PRCP_6,PREV_PRCP_7,PREV_PRCP_8,PREV_PRCP_9,PREV_PRCP_10
FALSE,1978-06-29,67,60,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-06-30,75,59,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-07-01,76,58,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-07-02,68,58,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-07-03,67,56,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-07-04,64,54,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-07-05,70,56,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-07-06,77,53,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-07-07,75,53,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-07-08,68,55,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-07-09,69,55,0,0,0,0,0,0,0,0,0,0,0
TRUE,1978-07-10,66,52,0.05,0,0,0,0,0,0,0,0,0,0
TRUE,1978-07-11,71,53,0.02,0.05,0,0,0,0,0,0,0,0,0
FALSE,1978-07-12,79,52,0,0.02,0.05,0,0,0,0,0,0,0,0
FALSE,1978-07-13,85,55,0,0,0.02,0.05,0,0,0,0,0,0,0
FALSE,1978-07-14,85,56,0,0,0,0.02,0.05,0,0,0,0,0,0
FALSE,1978-07-15,74,57,0,0,0,0,0.02,0.05,0,0,0,0,0
TRUE,1978-07-16,62,55,0.6,0,0,0,0,0.02,0.05,0,0,0,0
FALSE,1978-07-17,68,52,0,0.6,0,0,0,0,0.02,0.05,0,0,0
FALSE,1978-07-18,73,53,0,0,0.6,0,0,0,0,0.02,0.05,0,0
FALSE,1978-07-19,81,54,0,0,0,0.6,0,0,0,0,0.02,0.05,0
FALSE,1978-07-20,89,56,0,0,0,0,0.6,0,0,0,0,0.02,0.05
FALSE,1978-07-21,93,61,0,0,0,0,0,0.6,0,0,0,0,0.02
FALSE,1978-07-22,95,64,0,0,0,0,0,0,0.6,0,0,0,0
FALSE,1978-07-23,84,56,0,0,0,0,0,0,0,0.6,0,0,0
FALSE,1978-07-24,75,54,0,0,0,0,0,0,0,0,0.6,0,0
FALSE,1978-07-25,88,55,0,0,0,0,0,0,0,0,0,0.6,0
TRUE,1978-07-26,72,59,0.73,0,0,0,0,0,0,0,0,0,0.6
FALSE,1978-07-27,73,58,0,0.73,0,0,0,0,0,0,0,0,0
FALSE,1978-07-28,78,55,0,0,0.73,0,0,0,0,0,0,0,0
FALSE,1978-07-29,81,55,0,0,0,0.73,0,0,0,0,0,0,0
FALSE,1978-07-30,83,55,0,0,0,0,0.73,0,0,0,0,0,0
FALSE,1978-07-31,74,52,0,0,0,0,0,0.73,0,0,0,0,0
FALSE,1978-08-01,72,55,0,0,0,0,0,0,0.73,0,0,0,0
FALSE,1978-08-02,78,55,0,0,0,0,0,0,0,0.73,0,0,0
FALSE,1978-08-03,83,56,0,0,0,0,0,0,0,0,0.73,0,0
FALSE,1978-08-04,79,58,0,0,0,0,0,0,0,0,0,0.73,0
FALSE,1978-08-05,79,57,0,0,0,0,0,0,0,0,0,0,0.73
FALSE,1978-08-06,84,60,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-08-07,88,62,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-08-08,95,64,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-08-09,85,58,0,0,0,0,0,0,0,0,0,0,0
TRUE,1978-08-10,75,54,0.05,0,0,0,0,0,0,0,0,0,0
TRUE,1978-08-11,66,57,0.15,0.05,0,0,0,0,0,0,0,0,0
TRUE,1978-08-12,72,56,0.02,0.15,0.05,0,0,0,0,0,0,0,0
FALSE,1978-08-13,74,57,0,0.02,0.15,0.05,0,0,0,0,0,0,0
TRUE,1978-08-14,65,54,0.13,0,0.02,0.15,0.05,0,0,0,0,0,0
FALSE,1978-08-15,71,56,0,0.13,0,0.02,0.15,0.05,0,0,0,0,0
FALSE,1978-08-16,71,54,0,0,0.13,0,0.02,0.15,0.05,0,0,0,0
FALSE,1978-08-17,71,54,0,0,0,0.13,0,0.02,0.15,0.05,0,0,0
TRUE,1978-08-18,69,57,0.1,0,0,0,0.13,0,0.02,0.15,0.05,0,0
TRUE,1978-08-19,65,57,0.03,0.1,0,0,0,0.13,0,0.02,0.15,0.05,0
TRUE,1978-08-20,66,54,0.03,0.03,0.1,0,0,0,0.13,0,0.02,0.15,0.05
FALSE,1978-08-21,75,57,0,0.03,0.03,0.1,0,0,0,0.13,0,0.02,0.15
TRUE,1978-08-22,66,55,0.05,0,0.03,0.03,0.1,0,0,0,0.13,0,0.02
TRUE,1978-08-23,66,53,0.06,0.05,0,0.03,0.03,0.1,0,0,0,0.13,0
TRUE,1978-08-24,73,57,0.3,0.06,0.05,0,0.03,0.03,0.1,0,0,0,0.13
TRUE,1978-08-25,71,55,0.08,0.3,0.06,0.05,0,0.03,0.03,0.1,0,0,0
FALSE,1978-08-26,74,53,0,0.08,0.3,0.06,0.05,0,0.03,0.03,0.1,0,0
FALSE,1978-08-27,73,52,0,0,0.08,0.3,0.06,0.05,0,0.03,0.03,0.1,0
FALSE,1978-08-28,79,58,0,0,0,0.08,0.3,0.06,0.05,0,0.03,0.03,0.1
FALSE,1978-08-29,80,58,0,0,0,0,0.08,0.3,0.06,0.05,0,0.03,0.03
FALSE,1978-08-30,74,58,0,0,0,0,0,0.08,0.3,0.06,0.05,0,0.03
TRUE,1978-08-31,66,60,0.19,0,0,0,0,0,0.08,0.3,0.06,0.05,0
TRUE,1978-09-01,66,59,0.55,0.19,0,0,0,0,0,0.08,0.3,0.06,0.05
TRUE,1978-09-02,73,56,0.25,0.55,0.19,0,0,0,0,0,0.08,0.3,0.06
TRUE,1978-09-03,63,56,0.14,0.25,0.55,0.19,0,0,0,0,0,0.08,0.3
TRUE,1978-09-04,63,55,0.14,0.14,0.25,0.55,0.19,0,0,0,0,0,0.08
TRUE,1978-09-05,62,54,0.18,0.14,0.14,0.25,0.55,0.19,0,0,0,0,0
TRUE,1978-09-06,67,53,0.06,0.18,0.14,0.14,0.25,0.55,0.19,0,0,0,0
FALSE,1978-09-07,67,51,0,0.06,0.18,0.14,0.14,0.25,0.55,0.19,0,0,0
TRUE,1978-09-08,67,51,0.32,0,0.06,0.18,0.14,0.14,0.25,0.55,0.19,0,0
TRUE,1978-09-09,65,57,0.47,0.32,0,0.06,0.18,0.14,0.14,0.25,0.55,0.19,0
FALSE,1978-09-10,66,54,0,0.47,0.32,0,0.06,0.18,0.14,0.14,0.25,0.55,0.19
TRUE,1978-09-11,69,54,0.02,0,0.47,0.32,0,0.06,0.18,0.14,0.14,0.25,0.55
FALSE,1978-09-12,66,53,0,0.02,0,0.47,0.32,0,0.06,0.18,0.14,0.14,0.25
TRUE,1978-09-13,60,52,0.02,0,0.02,0,0.47,0.32,0,0.06,0.18,0.14,0.14
FALSE,1978-09-14,68,52,0,0.02,0,0.02,0,0.47,0.32,0,0.06,0.18,0.14
FALSE,1978-09-15,68,52,0,0,0.02,0,0.02,0,0.47,0.32,0,0.06,0.18
TRUE,1978-09-16,63,45,0.13,0,0,0.02,0,0.02,0,0.47,0.32,0,0.06
TRUE,1978-09-17,58,45,0.58,0.13,0,0,0.02,0,0.02,0,0.47,0.32,0
FALSE,1978-09-18,64,43,0,0.58,0.13,0,0,0.02,0,0.02,0,0.47,0.32
FALSE,1978-09-19,66,45,0,0,0.58,0.13,0,0,0.02,0,0.02,0,0.47
TRUE,1978-09-20,58,52,0.25,0,0,0.58,0.13,0,0,0.02,0,0.02,0
TRUE,1978-09-21,62,52,0.18,0.25,0,0,0.58,0.13,0,0,0.02,0,0.02
TRUE,1978-09-22,60,53,1.65,0.18,0.25,0,0,0.58,0.13,0,0,0.02,0
TRUE,1978-09-23,64,54,0.71,1.65,0.18,0.25,0,0,0.58,0.13,0,0,0.02
FALSE,1978-09-24,64,53,0,0.71,1.65,0.18,0.25,0,0,0.58,0.13,0,0
FALSE,1978-09-25,69,55,0,0,0.71,1.65,0.18,0.25,0,0,0.58,0.13,0
TRUE,1978-09-26,67,53,0.01,0,0,0.71,1.65,0.18,0.25,0,0,0.58,0.13
TRUE,1978-09-27,70,54,0.02,0.01,0,0,0.71,1.65,0.18,0.25,0,0,0.58
TRUE,1978-09-28,64,53,0.16,0.02,0.01,0,0,0.71,1.65,0.18,0.25,0,0
FALSE,1978-09-29,73,53,0,0.16,0.02,0.01,0,0,0.71,1.65,0.18,0.25,0
TRUE,1978-09-30,67,50,0.11,0,0.16,0.02,0.01,0,0,0.71,1.65,0.18,0.25
FALSE,1978-10-01,65,49,0,0.11,0,0.16,0.02,0.01,0,0,0.71,1.65,0.18
FALSE,1978-10-02,67,48,0,0,0.11,0,0.16,0.02,0.01,0,0,0.71,1.65
FALSE,1978-10-03,65,47,0,0,0,0.11,0,0.16,0.02,0.01,0,0,0.71
FALSE,1978-10-04,64,49,0,0,0,0,0.11,0,0.16,0.02,0.01,0,0
FALSE,1978-10-05,71,49,0,0,0,0,0,0.11,0,0.16,0.02,0.01,0
FALSE,1978-10-06,72,43,0,0,0,0,0,0,0.11,0,0.16,0.02,0.01
FALSE,1978-10-07,67,51,0,0,0,0,0,0,0,0.11,0,0.16,0.02
FALSE,1978-10-08,72,56,0,0,0,0,0,0,0,0,0.11,0,0.16
FALSE,1978-10-09,65,53,0,0,0,0,0,0,0,0,0,0.11,0
FALSE,1978-10-10,60,52,0,0,0,0,0,0,0,0,0,0,0.11
FALSE,1978-10-11,63,49,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-10-12,61,45,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-10-13,65,46,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-10-14,71,49,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-10-15,66,47,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-10-16,60,56,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-10-17,65,51,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-10-18,65,50,0,0,0,0,0,0,0,0,0,0,0
FALSE,1978-10-19,64,45,0,0,0,0,0,0,0,0,0,0,0
TRUE,1978-10-20,57,50,0.1,0,0,0,0,0,0,0,0,0,0
FALSE,1978-10-21,59,42,0,0.1,0,0,0,0,0,0,0,0,0
FALSE,1978-10-22,61,44,0,0,0.1,0,0,0,0,0,0,0,0
TRUE,1978-10-23,66,46,0.78,0,0,0.1,0,0,0,0,0,0,0
FALSE,1978-10-24,56,45,0,0.78,0,0,0.1,0,0,0,0,0,0
FALSE,1978-10-25,59,40,0,0,0.78,0,0,0.1,0,0,0,0,0
FALSE,1978-10-26,53,39,0,0,0,0.78,0,0,0.1,0,0,0,0
FALSE,1978-10-27,55,46,0,0,0,0,0.78,0,0,0.1,0,0,0
TRUE,1978-10-28,52,45,0.1,0,0,0,0,0.78,0,0,0.1,0,0
FALSE,1978-10-29,53,40,0,0.1,0,0,0,0,0.78,0,0,0.1,0
FALSE,1978-10-30,53,36,0,0,0.1,0,0,0,0,0.78,0,0,0.1
FALSE,1978-10-31,53,33,0,0,0,0.1,0,0,0,0,0.78,0,0
FALSE,1978-11-01,59,36,0,0,0,0,0.1,0,0,0,0,0.78,0
TRUE,1978-11-02,53,42,0.67,0,0,0,0,0.1,0,0,0,0,0.78
TRUE,1978-11-03,57,44,1.05,0.67,0,0,0,0,0.1,0,0,0,0
FALSE,1978-11-04,53,40,0,1.05,0.67,0,0,0,0,0.1,0,0,0
FALSE,1978-11-05,50,36,0,0,1.05,0.67,0,0,0,0,0.1,0,0
FALSE,1978-11-06,56,40,0,0,0,1.05,0.67,0,0,0,0,0.1,0
TRUE,1978-11-07,59,51,0.01,0,0,0,1.05,0.67,0,0,0,0,0.1
TRUE,1978-11-08,52,40,0.24,0.01,0,0,0,1.05,0.67,0,0,0,0
TRUE,1978-11-09,47,34,0.23,0.24,0.01,0,0,0,1.05,0.67,0,0,0
FALSE,1978-11-10,45,33,0,0.23,0.24,0.01,0,0,0,1.05,0.67,0,0
FALSE,1978-11-11,45,28,0,0,0.23,0.24,0.01,0,0,0,1.05,0.67,0
FALSE,1978-11-12,44,24,0,0,0,0.23,0.24,0.01,0,0,0,1.05,0.67
FALSE,1978-11-13,44,27,0,0,0,0,0.23,0.24,0.01,0,0,0,1.05
FALSE,1978-11-14,47,26,0,0,0,0,0,0.23,0.24,0.01,0,0,0
TRUE,1978-11-15,44,29,0.58,0,0,0,0,0,0.23,0.24,0.01,0,0
TRUE,1978-11-16,50,42,0.25,0.58,0,0,0,0,0,0.23,0.24,0.01,0
FALSE,1978-11-17,50,42,0,0.25,0.58,0,0,0,0,0,0.23,0.24,0.01
TRUE,1978-11-18,44,34,0.57,0,0.25,0.58,0,0,0,0,0,0.23,0.24
TRUE,1978-11-19,35,31,0.87,0.57,0,0.25,0.58,0,0,0,0,0,0.23
FALSE,1978-11-20,37,31,0,0.87,0.57,0,0.25,0.58,0,0,0,0,0
FALSE,1978-11-21,41,28,0,0,0.87,0.57,0,0.25,0.58,0,0,0,0
FALSE,1978-11-22,38,25,0,0,0,0.87,0.57,0,0.25,0.58,0,0,0
FALSE,1978-11-23,40,33,0,0,0,0,0.87,0.57,0,0.25,0.58,0,0
FALSE,1978-11-24,47,36,0,0,0,0,0,0.87,0.57,0,0.25,0.58,0
FALSE,1978-11-25,46,36,0,0,0,0,0,0,0.87,0.57,0,0.25,0.58
FALSE,1978-11-26,45,33,0,0,0,0,0,0,0,0.87,0.57,0,0.25
TRUE,1978-11-27,43,30,0.33,0,0,0,0,0,0,0,0.87,0.57,0
FALSE,1978-11-28,47,42,0,0.33,0,0,0,0,0,0,0,0.87,0.57
TRUE,1978-11-29,48,42,0.54,0,0.33,0,0,0,0,0,0,0,0.87
TRUE,1978-11-30,48,43,0.71,0.54,0,0.33,0,0,0,0,0,0,0
TRUE,1978-12-01,44,42,0.01,0.71,0.54,0,0.33,0,0,0,0,0,0
FALSE,1978-12-02,46,40,0,0.01,0.71,0.54,0,0.33,0,0,0,0,0
TRUE,1978-12-03,50,44,0.12,0,0.01,0.71,0.54,0,0.33,0,0,0,0
TRUE,1978-12-04,46,35,0.51,0.12,0,0.01,0.71,0.54,0,0.33,0,0,0
TRUE,1978-12-05,42,34,0.06,0.51,0.12,0,0.01,0.71,0.54,0,0.33,0,0
FALSE,1978-12-06,41,30,0,0.06,0.51,0.12,0,0.01,0.71,0.54,0,0.33,0
FALSE,1978-12-07,38,28,0,0,0.06,0.51,0.12,0,0.01,0.71,0.54,0,0.33
TRUE,1978-12-08,40,32,0.01,0,0,0.06,0.51,0.12,0,0.01,0.71,0.54,0
TRUE,1978-12-09,46,36,0.17,0.01,0,0,0.06,0.51,0.12,0,0.01,0.71,0.54
TRUE,1978-12-10,53,38,0.2,0.17,0.01,0,0,0.06,0.51,0.12,0,0.01,0.71
TRUE,1978-12-11,52,33,0.04,0.2,0.17,0.01,0,0,0.06,0.51,0.12,0,0.01
FALSE,1978-12-12,45,30,0,0.04,0.2,0.17,0.01,0,0,0.06,0.51,0.12,0
FALSE,1978-12-13,45,26,0,0,0.04,0.2,0.17,0.01,0,0,0.06,0.51,0.12
FALSE,1978-12-14,50,37,0,0,0,0.04,0.2,0.17,0.01,0,0,0.06,0.51
FALSE,1978-12-15,45,34,0,0,0,0,0.04,0.2,0.17,0.01,0,0,0.06
FALSE,1978-12-16,45,34,0,0,0,0,0,0.04,0.2,0.17,0.01,0,0
TRUE,1978-12-17,46,38,0.06,0,0,0,0,0,0.04,0.2,0.17,0.01,0
TRUE,1978-12-18,44,35,0.01,0.06,0,0,0,0,0,0.04,0.2,0.17,0.01
FALSE,1978-12-19,35,31,0,0.01,0.06,0,0,0,0,0,0.04,0.2,0.17
TRUE,1978-12-20,44,34,0.04,0,0.01,0.06,0,0,0,0,0,0.04,0.2
TRUE,1978-12-21,45,41,0.03,0.04,0,0.01,0.06,0,0,0,0,0,0.04
TRUE,1978-12-22,46,40,0.06,0.03,0.04,0,0.01,0.06,0,0,0,0,0
TRUE,1978-12-23,51,40,0.01,0.06,0.03,0.04,0,0.01,0.06,0,0,0,0
FALSE,1978-12-24,50,35,0,0.01,0.06,0.03,0.04,0,0.01,0.06,0,0,0
FALSE,1978-12-25,43,29,0,0,0.01,0.06,0.03,0.04,0,0.01,0.06,0,0
FALSE,1978-12-26,43,32,0,0,0,0.01,0.06,0.03,0.04,0,0.01,0.06,0
TRUE,1978-12-27,42,26,0.04,0,0,0,0.01,0.06,0.03,0.04,0,0.01,0.06
FALSE,1978-12-28,31,19,0,0.04,0,0,0,0.01,0.06,0.03,0.04,0,0.01
FALSE,1978-12-29,28,17,0,0,0.04,0,0,0,0.01,0.06,0.03,0.04,0
FALSE,1978-12-30,23,14,0,0,0,0.04,0,0,0,0.01,0.06,0.03,0.04
FALSE,1978-12-31,26,13,0,0,0,0,0.04,0,0,0,0.01,0.06,0.03
FALSE,1979-01-01,30,20,0,0,0,0,0,0.04,0,0,0,0.01,0.06
FALSE,1979-01-02,36,26,0,0,0,0,0,0,0.04,0,0,0,0.01
FALSE,1979-01-03,40,23,0,0,0,0,0,0,0,0.04,0,0,0
FALSE,1979-01-04,41,31,0,0,0,0,0,0,0,0,0.04,0,0
FALSE,1979-01-05,43,27,0,0,0,0,0,0,0,0,0,0.04,0
FALSE,1979-01-06,46,29,0,0,0,0,0,0,0,0,0,0,0.04
FALSE,1979-01-07,47,33,0,0,0,0,0,0,0,0,0,0,0
FALSE,1979-01-08,48,34,0,0,0,0,0,0,0,0,0,0,0
TRUE,1979-01-09,43,35,0.13,0,0,0,0,0,0,0,0,0,0
TRUE,1979-01-10,45,36,0.71,0.13,0,0,0,0,0,0,0,0,0
FALSE,1979-01-11,45,40,0,0.71,0.13,0,0,0,0,0,0,0,0
FALSE,1979-01-12,45,39,0,0,0.71,0.13,0,0,0,0,0,0,0
FALSE,1979-01-13,47,36,0,0,0,0.71,0.13,0,0,0,0,0,0
TRUE,1979-01-14,44,37,0.05,0,0,0,0.71,0.13,0,0,0,0,0
TRUE,1979-01-15,42,36,0.01,0.05,0,0,0,0.71,0.13,0,0,0,0
FALSE,1979-01-16,43,36,0,0.01,0.05,0,0,0,0.71,0.13,0,0,0
FALSE,1979-01-17,50,34,0,0,0.01,0.05,0,0,0,0.71,0.13,0,0
FALSE,1979-01-18,47,30,0,0,0,0.01,0.05,0,0,0,0.71,0.13,0
TRUE,1979-01-19,45,39,0.06,0,0,0,0.01,0.05,0,0,0,0.71,0.13
TRUE,1979-01-20,53,43,0.62,0.06,0,0,0,0.01,0.05,0,0,0,0.71
TRUE,1979-01-21,44,34,0.37,0.62,0.06,0,0,0,0.01,0.05,0,0,0
FALSE,1979-01-22,41,32,0,0.37,0.62,0.06,0,0,0,0.01,0.05,0,0
TRUE,1979-01-23,46,34,0.24,0,0.37,0.62,0.06,0,0,0,0.01,0.05,0
FALSE,1979-01-24,44,32,0,0.24,0,0.37,0.62,0.06,0,0,0,0.01,0.05
TRUE,1979-01-25,43,32,0.01,0,0.24,0,0.37,0.62,0.06,0,0,0,0.01
TRUE,1979-01-26,39,32,0.05,0.01,0,0.24,0,0.37,0.62,0.06,0,0,0
FALSE,1979-01-27,41,35,0,0.05,0.01,0,0.24,0,0.37,0.62,0.06,0,0
FALSE,1979-01-28,41,27,0,0,0.05,0.01,0,0.24,0,0.37,0.62,0.06,0
FALSE,1979-01-29,43,26,0,0,0,0.05,0.01,0,0.24,0,0.37,0.62,0.06
FALSE,1979-01-30,43,25,0,0,0,0,0.05,0.01,0,0.24,0,0.37,0.62
FALSE,1979-01-31,40,26,0,0,0,0,0,0.05,0.01,0,0.24,0,0.37
FALSE,1979-02-01,40,25,0,0,0,0,0,0,0.05,0.01,0,0.24,0
TRUE,1979-02-02,37,25,0.03,0,0,0,0,0,0,0.05,0.01,0,0.24
TRUE,1979-02-03,41,34,0.08,0.03,0,0,0,0,0,0,0.05,0.01,0
TRUE,1979-02-04,49,38,0.06,0.08,0.03,0,0,0,0,0,0,0.05,0.01
TRUE,1979-02-05,48,44,0.24,0.06,0.08,0.03,0,0,0,0,0,0,0.05
TRUE,1979-02-06,52,43,0.71,0.24,0.06,0.08,0.03,0,0,0,0,0,0
FALSE,1979-02-07,47,41,0,0.71,0.24,0.06,0.08,0.03,0,0,0,0,0
TRUE,1979-02-08,50,40,0.23,0,0.71,0.24,0.06,0.08,0.03,0,0,0,0
TRUE,1979-02-09,49,43,0.18,0.23,0,0.71,0.24,0.06,0.08,0.03,0,0,0
TRUE,1979-02-10,45,41,0.31,0.18,0.23,0,0.71,0.24,0.06,0.08,0.03,0,0
TRUE,1979-02-11,51,44,0.72,0.31,0.18,0.23,0,0.71,0.24,0.06,0.08,0.03,0
TRUE,1979-02-12,55,43,0.72,0.72,0.31,0.18,0.23,0,0.71,0.24,0.06,0.08,0.03
TRUE,1979-02-13,55,35,0.08,0.72,0.72,0.31,0.18,0.23,0,0.71,0.24,0.06,0.08
FALSE,1979-02-14,42,31,0,0.08,0.72,0.72,0.31,0.18,0.23,0,0.71,0.24,0.06
TRUE,1979-02-15,47,33,0.07,0,0.08,0.72,0.72,0.31,0.18,0.23,0,0.71,0.24
TRUE,1979-02-16,46,35,0.07,0.07,0,0.08,0.72,0.72,0.31,0.18,0.23,0,0.71
TRUE,1979-02-17,51,37,0.15,0.07,0.07,0,0.08,0.72,0.72,0.31,0.18,0.23,0
TRUE,1979-02-18,48,38,0.06,0.15,0.07,0.07,0,0.08,0.72,0.72,0.31,0.18,0.23
TRUE,1979-02-19,46,35,0.08,0.06,0.15,0.07,0.07,0,0.08,0.72,0.72,0.31,0.18
TRUE,1979-02-20,50,30,0.03,0.08,0.06,0.15,0.07,0.07,0,0.08,0.72,0.72,0.31
TRUE,1979-02-21,44,33,0.14,0.03,0.08,0.06,0.15,0.07,0.07,0,0.08,0.72,0.72
FALSE,1979-02-22,51,32,0,0.14,0.03,0.08,0.06,0.15,0.07,0.07,0,0.08,0.72
TRUE,1979-02-23,43,36,0.29,0,0.14,0.03,0.08,0.06,0.15,0.07,0.07,0,0.08
TRUE,1979-02-24,51,38,0.41,0.29,0,0.14,0.03,0.08,0.06,0.15,0.07,0.07,0
TRUE,1979-02-25,58,45,0.43,0.41,0.29,0,0.14,0.03,0.08,0.06,0.15,0.07,0.07
TRUE,1979-02-26,47,41,0.07,0.43,0.41,0.29,0,0.14,0.03,0.08,0.06,0.15,0.07
TRUE,1979-02-27,49,36,0.16,0.07,0.43,0.41,0.29,0,0.14,0.03,0.08,0.06,0.15
FALSE,1979-02-28,45,33,0,0.16,0.07,0.43,0.41,0.29,0,0.14,0.03,0.08,0.06
FALSE,1979-03-01,46,34,0,0,0.16,0.07,0.43,0.41,0.29,0,0.14,0.03,0.08
FALSE,1979-03-02,54,34,0,0,0,0.16,0.07,0.43,0.41,0.29,0,0.14,0.03
TRUE,1979-03-03,49,44,0.19,0,0,0,0.16,0.07,0.43,0.41,0.29,0,0.14
TRUE,1979-03-04,58,46,0.92,0.19,0,0,0,0.16,0.07,0.43,0.41,0.29,0
TRUE,1979-03-05,57,51,0.14,0.92,0.19,0,0,0,0.16,0.07,0.43,0.41,0.29
TRUE,1979-03-06,63,50,0.03,0.14,0.92,0.19,0,0,0,0.16,0.07,0.43,0.41
FALSE,1979-03-07,57,41,0,0.03,0.14,0.92,0.19,0,0,0,0.16,0.07,0.43
FALSE,1979-03-08,53,40,0,0,0.03,0.14,0.92,0.19,0,0,0,0.16,0.07
FALSE,1979-03-09,64,38,0,0,0,0.03,0.14,0.92,0.19,0,0,0,0.16
FALSE,1979-03-10,68,38,0,0,0,0,0.03,0.14,0.92,0.19,0,0,0
FALSE,1979-03-11,55,44,0,0,0,0,0,0.03,0.14,0.92,0.19,0,0
FALSE,1979-03-12,59,42,0,0,0,0,0,0,0.03,0.14,0.92,0.19,0
FALSE,1979-03-13,70,40,0,0,0,0,0,0,0,0.03,0.14,0.92,0.19
TRUE,1979-03-14,61,41,0.01,0,0,0,0,0,0,0,0.03,0.14,0.92
TRUE,1979-03-15,50,44,0.15,0.01,0,0,0,0,0,0,0,0.03,0.14
FALSE,1979-03-16,54,40,0,0.15,0.01,0,0,0,0,0,0,0,0.03
TRUE,1979-03-17,55,42,0.08,0,0.15,0.01,0,0,0,0,0,0,0
FALSE,1979-03-18,59,42,0,0.08,0,0.15,0.01,0,0,0,0,0,0
FALSE,1979-03-19,57,41,0,0,0.08,0,0.15,0.01,0,0,0,0,0
FALSE,1979-03-20,63,38,0,0,0,0.08,0,0.15,0.01,0,0,0,0
FALSE,1979-03-21,61,37,0,0,0,0,0.08,0,0.15,0.01,0,0,0
FALSE,1979-03-22,68,39,0,0,0,0,0,0.08,0,0.15,0.01,0,0
FALSE,1979-03-23,68,42,0,0,0,0,0,0,0.08,0,0.15,0.01,0
FALSE,1979-03-24,64,41,0,0,0,0,0,0,0,0.08,0,0.15,0.01
FALSE,1979-03-25,50,41,0,0,0,0,0,0,0,0,0.08,0,0.15
FALSE,1979-03-26,56,40,0,0,0,0,0,0,0,0,0,0.08,0
FALSE,1979-03-27,52,43,0,0,0,0,0,0,0,0,0,0,0.08
FALSE,1979-03-28,57,41,0,0,0,0,0,0,0,0,0,0,0
FALSE,1979-03-29,54,39,0,0,0,0,0,0,0,0,0,0,0
TRUE,1979-03-30,52,41,0.03,0,0,0,0,0,0,0,0,0,0
FALSE,1979-03-31,50,40,0,0.03,0,0,0,0,0,0,0,0,0
TRUE,1979-04-01,50,36,0.07,0,0.03,0,0,0,0,0,0,0,0
TRUE,1979-04-02,52,40,0.04,0.07,0,0.03,0,0,0,0,0,0,0
FALSE,1979-04-03,50,40,0,0.04,0.07,0,0.03,0,0,0,0,0,0
TRUE,1979-04-04,53,47,0.02,0,0.04,0.07,0,0.03,0,0,0,0,0
FALSE,1979-04-05,61,46,0,0.02,0,0.04,0.07,0,0.03,0,0,0,0
FALSE,1979-04-06,55,43,0,0,0.02,0,0.04,0.07,0,0.03,0,0,0
FALSE,1979-04-07,57,41,0,0,0,0.02,0,0.04,0.07,0,0.03,0,0
TRUE,1979-04-08,55,43,0.13,0,0,0,0.02,0,0.04,0.07,0,0.03,0
TRUE,1979-04-09,52,41,0.13,0.13,0,0,0,0.02,0,0.04,0.07,0,0.03
TRUE,1979-04-10,51,40,0.03,0.13,0.13,0,0,0,0.02,0,0.04,0.07,0
TRUE,1979-04-11,56,42,0.03,0.03,0.13,0.13,0,0,0,0.02,0,0.04,0.07
TRUE,1979-04-12,55,41,0.2,0.03,0.03,0.13,0.13,0,0,0,0.02,0,0.04
TRUE,1979-04-13,54,40,0.14,0.2,0.03,0.03,0.13,0.13,0,0,0,0.02,0
FALSE,1979-04-14,55,37,0,0.14,0.2,0.03,0.03,0.13,0.13,0,0,0,0.02
FALSE,1979-04-15,53,42,0,0,0.14,0.2,0.03,0.03,0.13,0.13,0,0,0
TRUE,1979-04-16,47,43,0.02,0,0,0.14,0.2,0.03,0.03,0.13,0.13,0,0
FALSE,1979-04-17,53,40,0,0.02,0,0,0.14,0.2,0.03,0.03,0.13,0.13,0
FALSE,1979-04-18,55,40,0,0,0.02,0,0,0.14,0.2,0.03,0.03,0.13,0.13
FALSE,1979-04-19,56,39,0,0,0,0.02,0,0,0.14,0.2,0.03,0.03,0.13
FALSE,1979-04-20,61,41,0,0,0,0,0.02,0,0,0.14,0.2,0.03,0.03
FALSE,1979-04-21,64,42,0,0,0,0,0,0.02,0,0,0.14,0.2,0.03
