RAIN,DATE,TMAX,TMIN,PRCP,PREV_PRCP_1,PREV_PRCP_2,PREV_PRCP_3,PREV_PRCP_4,PREV_PRCP_5,PREV_PRCP_6,PREV_PRCP_7,PREV_PRCP_8,PREV_PRCP_9,PREV_PRCP_10
FALSE,1970-04-14,59,36,0,0,0,0.03,0.02,0.92,0.02,0,0.2,0.13,0.02
FALSE,1970-04-15,58,38,0,0,0,0,0.03,0.02,0.92,0.02,0,0.2,0.13
FALSE,1970-04-16,61,37,0,0,0,0,0,0.03,0.02,0.92,0.02,0,0.2
FALSE,1970-04-17,62,40,0,0,0,0,0,0,0.03,0.02,0.92,0.02,0
TRUE,1970-04-18,47,41,0.4,0,0,0,0,0,0,0.03,0.02,0.92,0.02
TRUE,1970-04-19,52,40,0.27,0.4,0,0,0,0,0,0,0.03,0.02,0.92
FALSE,1970-04-20,49,39,0,0.27,0.4,0,0,0,0,0,0,0.03,0.02
TRUE,1970-04-21,49,41,0.02,0,0.27,0.4,0,0,0,0,0,0,0.03
TRUE,1970-04-22,53,42,0.01,0.02,0,0.27,0.4,0,0,0,0,0,0
TRUE,1970-04-23,50,42,0.1,0.01,0.02,0,0.27,0.4,0,0,0,0,0
TRUE,1970-04-24,47,38,0.2,0.1,0.01,0.02,0,0.27,0.4,0,0,0,0
TRUE,1970-04-25,46,36,0.01,0.2,0.1,0.01,0.02,0,0.27,0.4,0,0,0
FALSE,1970-04-26,49,35,0,0.01,0.2,0.1,0.01,0.02,0,0.27,0.4,0,0
TRUE,1970-04-27,48,34,0.24,0,0.01,0.2,0.1,0.01,0.02,0,0.27,0.4,0
FALSE,1970-04-28,57,36,0,0.24,0,0.01,0.2,0.1,0.01,0.02,0,0.27,0.4
TRUE,1970-04-29,47,40,0.38,0,0.24,0,0.01,0.2,0.1,0.01,0.02,0,0.27
TRUE,1970-04-30,58,45,0.01,0.38,0,0.24,0,0.01,0.2,0.1,0.01,0.02,0
FALSE,1970-05-01,61,44,0,0.01,0.38,0,0.24,0,0.01,0.2,0.1,0.01,0.02
FALSE,1970-05-02,63,44,0,0,0.01,0.38,0,0.24,0,0.01,0.2,0.1,0.01
FALSE,1970-05-03,73,45,0,0,0,0.01,0.38,0,0.24,0,0.01,0.2,0.1
FALSE,1970-05-04,62,49,0,0,0,0,0.01,0.38,0,0.24,0,0.01,0.2
FALSE,1970-05-05,57,47,0,0,0,0,0,0.01,0.38,0,0.24,0,0.01
FALSE,1970-05-06,58,45,0,0,0,0,0,0,0.01,0.38,0,0.24,0
FALSE,1970-05-07,59,41,0,0,0,0,0,0,0,0.01,0.38,0,0.24
TRUE,1970-05-08,56,45,0.23,0,0,0,0,0,0,0,0.01,0.38,0
FALSE,1970-05-09,54,41,0,0.23,0,0,0,0,0,0,0,0.01,0.38
TRUE,1970-05-10,53,39,0.17,0,0.23,0,0,0,0,0,0,0,0.01
FALSE,1970-05-11,59,39,0,0.17,0,0.23,0,0,0,0,0,0,0
TRUE,1970-05-12,56,42,0.06,0,0.17,0,0.23,0,0,0,0,0,0
FALSE,1970-05-13,61,38,0,0.06,0,0.17,0,0.23,0,0,0,0,0
FALSE,1970-05-14,70,44,0,0,0.06,0,0.17,0,0.23,0,0,0,0
FALSE,1970-05-15,80,51,0,0,0,0.06,0,0.17,0,0.23,0,0,0
FALSE,1970-05-16,71,51,0,0,0,0,0.06,0,0.17,0,0.23,0,0
FALSE,1970-05-17,62,48,0,0,0,0,0,0.06,0,0.17,0,0.23,0
FALSE,1970-05-18,66,44,0,0,0,0,0,0,0.06,0,0.17,0,0.23
FALSE,1970-05-19,61,45,0,0,0,0,0,0,0,0.06,0,0.17,0
FALSE,1970-05-20,60,49,0,0,0,0,0,0,0,0,0.06,0,0.17
FALSE,1970-05-21,64,47,0,0,0,0,0,0,0,0,0,0.06,0
TRUE,1970-05-22,65,50,0.01,0,0,0,0,0,0,0,0,0,0.06
FALSE,1970-05-23,66,51,0,0.01,0,0,0,0,0,0,0,0,0
FALSE,1970-05-24,73,49,0,0,0.01,0,0,0,0,0,0,0,0
FALSE,1970-05-25,77,51,0,0,0,0.01,0,0,0,0,0,0,0
FALSE,1970-05-26,62,46,0,0,0,0,0.01,0,0,0,0,0,0
FALSE,1970-05-27,60,47,0,0,0,0,0,0.01,0,0,0,0,0
TRUE,1970-05-28,62,47,0.01,0,0,0,0,0,0.01,0,0,0,0
TRUE,1970-05-29,54,48,0.69,0.01,0,0,0,0,0,0.01,0,0,0
FALSE,1970-05-30,64,47,0,0.69,0.01,0,0,0,0,0,0.01,0,0
FALSE,1970-05-31,77,49,0,0,0.69,0.01,0,0,0,0,0,0.01,0
FALSE,1970-06-01,94,56,0,0,0,0.69,0.01,0,0,0,0,0,0.01
FALSE,1970-06-02,94,63,0,0,0,0,0.69,0.01,0,0,0,0,0
FALSE,1970-06-03,76,55,0,0,0,0,0,0.69,0.01,0,0,0,0
TRUE,1970-06-04,71,51,0.01,0,0,0,0,0,0.69,0.01,0,0,0
FALSE,1970-06-05,80,52,0,0.01,0,0,0,0,0,0.69,0.01,0,0
FALSE,1970-06-06,75,54,0,0,0.01,0,0,0,0,0,0.69,0.01,0
FALSE,1970-06-07,67,52,0,0,0,0.01,0,0,0,0,0,0.69,0.01
FALSE,1970-06-08,63,47,0,0,0,0,0.01,0,0,0,0,0,0.69
TRUE,1970-06-09,60,47,0.16,0,0,0,0,0.01,0,0,0,0,0
FALSE,1970-06-10,64,47,0,0.16,0,0,0,0,0.01,0,0,0,0
TRUE,1970-06-11,61,48,0.01,0,0.16,0,0,0,0,0.01,0,0,0
FALSE,1970-06-12,70,48,0,0.01,0,0.16,0,0,0,0,0.01,0,0
FALSE,1970-06-13,75,54,0,0,0.01,0,0.16,0,0,0,0,0.01,0
TRUE,1970-06-14,63,55,0.02,0,0,0.01,0,0.16,0,0,0,0,0.01
TRUE,1970-06-15,55,52,0.03,0.02,0,0,0.01,0,0.16,0,0,0,0
FALSE,1970-06-16,61,50,0,0.03,0.02,0,0,0.01,0,0.16,0,0,0
FALSE,1970-06-17,76,50,0,0,0.03,0.02,0,0,0.01,0,0.16,0,0
FALSE,1970-06-18,82,55,0,0,0,0.03,0.02,0,0,0.01,0,0.16,0
FALSE,1970-06-19,84,55,0,0,0,0,0.03,0.02,0,0,0.01,0,0.16
FALSE,1970-06-20,86,59,0,0,0,0,0,0.03,0.02,0,0,0.01,0
FALSE,1970-06-21,84,61,0,0,0,0,0,0,0.03,0.02,0,0,0.01
FALSE,1970-06-22,80,55,0,0,0,0,0,0,0,0.03,0.02,0,0
FALSE,1970-06-23,80,52,0,0,0,0,0,0,0,0,0.03,0.02,0
FALSE,1970-06-24,76,52,0,0,0,0,0,0,0,0,0,0.03,0.02
FALSE,1970-06-25,83,53,0,0,0,0,0,0,0,0,0,0,0.03
FALSE,1970-06-26,76,58,0,0,0,0,0,0,0,0,0,0,0
TRUE,1970-06-27,60,51,0.06,0,0,0,0,0,0,0,0,0,0
TRUE,1970-06-28,60,50,0.06,0.06,0,0,0,0,0,0,0,0,0
TRUE,1970-06-29,63,48,0.08,0.06,0.06,0,0,0,0,0,0,0,0
FALSE,1970-06-30,63,47,0,0.08,0.06,0.06,0,0,0,0,0,0,0
TRUE,1970-07-01,68,53,0.01,0,0.08,0.06,0.06,0,0,0,0,0,0
FALSE,1970-07-02,82,60,0,0.01,0,0.08,0.06,0.06,0,0,0,0,0
FALSE,1970-07-03,86,61,0,0,0.01,0,0.08,0.06,0.06,0,0,0,0
FALSE,1970-07-04,81,60,0,0,0,0.01,0,0.08,0.06,0.06,0,0,0
FALSE,1970-07-05,75,53,0,0,0,0,0.01,0,0.08,0.06,0.06,0,0
FALSE,1970-07-06,75,52,0,0,0,0,0,0.01,0,0.08,0.06,0.06,0
FALSE,1970-07-07,79,59,0,0,0,0,0,0,0.01,0,0.08,0.06,0.06
FALSE,1970-07-08,82,58,0,0,0,0,0,0,0,0.01,0,0.08,0.06
FALSE,1970-07-09,78,55,0,0,0,0,0,0,0,0,0.01,0,0.08
FALSE,1970-07-10,77,51,0,0,0,0,0,0,0,0,0,0.01,0
FALSE,1970-07-11,76,51,0,0,0,0,0,0,0,0,0,0,0.01
FALSE,1970-07-12,76,53,0,0,0,0,0,0,0,0,0,0,0
FALSE,1970-07-13,76,51,0,0,0,0,0,0,0,0,0,0,0
FALSE,1970-07-14,83,54,0,0,0,0,0,0,0,0,0,0,0
FALSE,1970-07-15,90,62,0,0,0,0,0,0,0,0,0,0,0
TRUE,1970-07-16,73,57,0.01,0,0,0,0,0,0,0,0,0,0
FALSE,1970-07-17,76,53,0,0.01,0,0,0,0,0,0,0,0,0
FALSE,1970-07-18,85,56,0,0,0.01,0,0,0,0,0,0,0,0
FALSE,1970-07-19,81,58,0,0,0,0.01,0,0,0,0,0,0,0
FALSE,1970-07-20,72,55,0,0,0,0,0.01,0,0,0,0,0,0
FALSE,1970-07-21,67,53,0,0,0,0,0,0.01,0,0,0,0,0
FALSE,1970-07-22,71,51,0,0,0,0,0,0,0.01,0,0,0,0
FALSE,1970-07-23,75,53,0,0,0,0,0,0,0,0.01,0,0,0
FALSE,1970-07-24,70,54,0,0,0,0,0,0,0,0,0.01,0,0
TRUE,1970-07-25,63,53,0.14,0,0,0,0,0,0,0,0,0.01,0
TRUE,1970-07-26,66,58,0.3,0.14,0,0,0,0,0,0,0,0,0.01
TRUE,1970-07-27,67,54,0.02,0.3,0.14,0,0,0,0,0,0,0,0
FALSE,1970-07-28,70,52,0,0.02,0.3,0.14,0,0,0,0,0,0,0
FALSE,1970-07-29,61,52,0,0,0.02,0.3,0.14,0,0,0,0,0,0
FALSE,1970-07-30,70,53,0,0,0,0.02,0.3,0.14,0,0,0,0,0
FALSE,1970-07-31,76,52,0,0,0,0,0.02,0.3,0.14,0,0,0,0
TRUE,1970-08-01,64,55,0.02,0,0,0,0,0.02,0.3,0.14,0,0,0
TRUE,1970-08-02,61,54,0.24,0.02,0,0,0,0,0.02,0.3,0.14,0,0
FALSE,1970-08-03,73,56,0,0.24,0.02,0,0,0,0,0.02,0.3,0.14,0
FALSE,1970-08-04,73,52,0,0,0.24,0.02,0,0,0,0,0.02,0.3,0.14
FALSE,1970-08-05,77,55,0,0,0,0.24,0.02,0,0,0,0,0.02,0.3
FALSE,1970-08-06,76,59,0,0,0,0,0.24,0.02,0,0,0,0,0.02
TRUE,1970-08-07,70,54,0.01,0,0,0,0,0.24,0.02,0,0,0,0
FALSE,1970-08-08,69,53,0,0.01,0,0,0,0,0.24,0.02,0,0,0
FALSE,1970-08-09,74,52,0,0,0.01,0,0,0,0,0.24,0.02,0,0
FALSE,1970-08-10,81,54,0,0,0,0.01,0,0,0,0,0.24,0.02,0
FALSE,1970-08-11,85,56,0,0,0,0,0.01,0,0,0,0,0.24,0.02
TRUE,1970-08-12,76,53,0.02,0,0,0,0,0.01,0,0,0,0,0.24
TRUE,1970-08-13,69,54,0.03,0.02,0,0,0,0,0.01,0,0,0,0
FALSE,1970-08-14,75,53,0,0.03,0.02,0,0,0,0,0.01,0,0,0
FALSE,1970-08-15,82,54,0,0,0.03,0.02,0,0,0,0,0.01,0,0
FALSE,1970-08-16,69,52,0,0,0,0.03,0.02,0,0,0,0,0.01,0
FALSE,1970-08-17,72,56,0,0,0,0,0.03,0.02,0,0,0,0,0.01
FALSE,1970-08-18,77,55,0,0,0,0,0,0.03,0.02,0,0,0,0
FALSE,1970-08-19,80,53,0,0,0,0,0,0,0.03,0.02,0,0,0
FALSE,1970-08-20,74,56,0,0,0,0,0,0,0,0.03,0.02,0,0
FALSE,1970-08-21,80,53,0,0,0,0,0,0,0,0,0.03,0.02,0
FALSE,1970-08-22,85,58,0,0,0,0,0,0,0,0,0,0.03,0.02
FALSE,1970-08-23,80,56,0,0,0,0,0,0,0,0,0,0,0.03
FALSE,1970-08-24,67,58,0,0,0,0,0,0,0,0,0,0,0
FALSE,1970-08-25,68,59,0,0,0,0,0,0,0,0,0,0,0
FALSE,1970-08-26,76,56,0,0,0,0,0,0,0,0,0,0,0
FALSE,1970-08-27,66,54,0,0,0,0,0,0,0,0,0,0,0
FALSE,1970-08-28,70,56,0,0,0,0,0,0,0,0,0,0,0
FALSE,1970-08-29,76,54,0,0,0,0,0,0,0,0,0,0,0
FALSE,1970-08-30,80,57,0,0,0,0,0,0,0,0,0,0,0
FALSE,1970-08-31,67,59,0,0,0,0,0,0,0,0,0,0,0
FALSE,1970-09-01,67,57,0,0,0,0,0,0,0,0,0,0,0
TRUE,1970-09-02,65,57,0.05,0,0,0,0,0,0,0,0,0,0
TRUE,1970-09-03,65,56,0.43,0.05,0,0,0,0,0,0,0,0,0
TRUE,1970-09-04,65,53,0.16,0.43,0.05,0,0,0,0,0,0,0,0
TRUE,1970-09-05,60,53,0.06,0.16,0.43,0.05,0,0,0,0,0,0,0
TRUE,1970-09-06,64,54,0.36,0.06,0.16,0.43,0.05,0,0,0,0,0,0
TRUE,1970-09-07,58,52,0.07,0.36,0.06,0.16,0.43,0.05,0,0,0,0,0
FALSE,1970-09-08,63,52,0,0.07,0.36,0.06,0.16,0.43,0.05,0,0,0,0
FALSE,1970-09-09,66,47,0,0,0.07,0.36,0.06,0.16,0.43,0.05,0,0,0
FALSE,1970-09-10,72,49,0,0,0,0.07,0.36,0.06,0.16,0.43,0.05,0,0
FALSE,1970-09-11,66,52,0,0,0,0,0.07,0.36,0.06,0.16,0.43,0.05,0
FALSE,1970-09-12,65,49,0,0,0,0,0,0.07,0.36,0.06,0.16,0.43,0.05
FALSE,1970-09-13,66,41,0,0,0,0,0,0,0.07,0.36,0.06,0.16,0.43
FALSE,1970-09-14,66,51,0,0,0,0,0,0,0,0.07,0.36,0.06,0.16
FALSE,1970-09-15,68,45,0,0,0,0,0,0,0,0,0.07,0.36,0.06
FALSE,1970-09-16,71,52,0,0,0,0,0,0,0,0,0,0.07,0.36
TRUE,1970-09-17,63,57,0.71,0,0,0,0,0,0,0,0,0,0.07
TRUE,1970-09-18,60,54,0.12,0.71,0,0,0,0,0,0,0,0,0
TRUE,1970-09-19,64,53,0.03,0.12,0.71,0,0,0,0,0,0,0,0
TRUE,1970-09-20,59,52,0.2,0.03,0.12,0.71,0,0,0,0,0,0,0
FALSE,1970-09-21,60,48,0,0.2,0.03,0.12,0.71,0,0,0,0,0,0
TRUE,1970-09-22,64,51,0.04,0,0.2,0.03,0.12,0.71,0,0,0,0,0
FALSE,1970-09-23,59,46,0,0.04,0,0.2,0.03,0.12,0.71,0,0,0,0
FALSE,1970-09-24,61,43,0,0,0.04,0,0.2,0.03,0.12,0.71,0,0,0
FALSE,1970-09-25,68,44,0,0,0,0.04,0,0.2,0.03,0.12,0.71,0,0
FALSE,1970-09-26,78,52,0,0,0,0,0.04,0,0.2,0.03,0.12,0.71,0
FALSE,1970-09-27,85,55,0,0,0,0,0,0.04,0,0.2,0.03,0.12,0.71
FALSE,1970-09-28,79,52,0,0,0,0,0,0,0.04,0,0.2,0.03,0.12
FALSE,1970-09-29,73,53,0,0,0,0,0,0,0,0.04,0,0.2,0.03
FALSE,1970-09-30,66,51,0,0,0,0,0,0,0,0,0.04,0,0.2
FALSE,1970-10-01,72,49,0,0,0,0,0,0,0,0,0,0.04,0
FALSE,1970-10-02,74,52,0,0,0,0,0,0,0,0,0,0,0.04
FALSE,1970-10-03,74,50,0,0,0,0,0,0,0,0,0,0,0
TRUE,1970-10-04,59,55,0.17,0,0,0,0,0,0,0,0,0,0
TRUE,1970-10-05,58,46,0.18,0.17,0,0,0,0,0,0,0,0,0
TRUE,1970-10-06,57,45,0.06,0.18,0.17,0,0,0,0,0,0,0,0
FALSE,1970-10-07,57,41,0,0.06,0.18,0.17,0,0,0,0,0,0,0
FALSE,1970-10-08,55,50,0,0,0.06,0.18,0.17,0,0,0,0,0,0
TRUE,1970-10-09,58,53,0.24,0,0,0.06,0.18,0.17,0,0,0,0,0
FALSE,1970-10-10,56,49,0,0.24,0,0,0.06,0.18,0.17,0,0,0,0
TRUE,1970-10-11,58,51,0.02,0,0.24,0,0,0.06,0.18,0.17,0,0,0
FALSE,1970-10-12,56,46,0,0.02,0,0.24,0,0,0.06,0.18,0.17,0,0
FALSE,1970-10-13,57,41,0,0,0.02,0,0.24,0,0,0.06,0.18,0.17,0
FALSE,1970-10-14,65,44,0,0,0,0.02,0,0.24,0,0,0.06,0.18,0.17
FALSE,1970-10-15,67,45,0,0,0,0,0.02,0,0.24,0,0,0.06,0.18
FALSE,1970-10-16,63,40,0,0,0,0,0,0.02,0,0.24,0,0,0.06
TRUE,1970-10-17,53,45,0.23,0,0,0,0,0,0.02,0,0.24,0,0
TRUE,1970-10-18,60,50,0.07,0.23,0,0,0,0,0,0.02,0,0.24,0
TRUE,1970-10-19,56,48,0.15,0.07,0.23,0,0,0,0,0,0.02,0,0.24
TRUE,1970-10-20,54,43,0.29,0.15,0.07,0.23,0,0,0,0,0,0.02,0
TRUE,1970-10-21,50,42,0.43,0.29,0.15,0.07,0.23,0,0,0,0,0,0.02
TRUE,1970-10-22,51,44,0.56,0.43,0.29,0.15,0.07,0.23,0,0,0,0,0
TRUE,1970-10-23,51,44,0.07,0.56,0.43,0.29,0.15,0.07,0.23,0,0,0,0
TRUE,1970-10-24,49,40,0.05,0.07,0.56,0.43,0.29,0.15,0.07,0.23,0,0,0
FALSE,1970-10-25,46,38,0,0.05,0.07,0.56,0.43,0.29,0.15,0.07,0.23,0,0
FALSE,1970-10-26,47,35,0,0,0.05,0.07,0.56,0.43,0.29,0.15,0.07,0.23,0
FALSE,1970-10-27,49,31,0,0,0,0.05,0.07,0.56,0.43,0.29,0.15,0.07,0.23
FALSE,1970-10-28,56,35,0,0,0,0,0.05,0.07,0.56,0.43,0.29,0.15,0.07
FALSE,1970-10-29,56,31,0,0,0,0,0,0.05,0.07,0.56,0.43,0.29,0.15
FALSE,1970-10-30,57,33,0,0,0,0,0,0,0.05,0.07,0.56,0.43,0.29
FALSE,1970-10-31,65,44,0,0,0,0,0,0,0,0.05,0.07,0.56,0.43
FALSE,1970-11-01,62,41,0,0,0,0,0,0,0,0,0.05,0.07,0.56
FALSE,1970-11-02,72,43,0,0,0,0,0,0,0,0,0,0.05,0.07
FALSE,1970-11-03,70,52,0,0,0,0,0,0,0,0,0,0,0.05
TRUE,1970-11-04,63,44,0.01,0,0,0,0,0,0,0,0,0,0
TRUE,1970-11-05,50,43,0.13,0.01,0,0,0,0,0,0,0,0,0
TRUE,1970-11-06,61,49,0.06,0.13,0.01,0,0,0,0,0,0,0,0
TRUE,1970-11-07,57,49,0.27,0.06,0.13,0.01,0,0,0,0,0,0,0
TRUE,1970-11-08,56,50,0.84,0.27,0.06,0.13,0.01,0,0,0,0,0,0
TRUE,1970-11-09,55,44,0.16,0.84,0.27,0.06,0.13,0.01,0,0,0,0,0
TRUE,1970-11-10,51,43,0.18,0.16,0.84,0.27,0.06,0.13,0.01,0,0,0,0
TRUE,1970-11-11,57,47,0.77,0.18,0.16,0.84,0.27,0.06,0.13,0.01,0,0,0
TRUE,1970-11-12,55,44,0.12,0.77,0.18,0.16,0.84,0.27,0.06,0.13,0.01,0,0
FALSE,1970-11-13,54,40,0,0.12,0.77,0.18,0.16,0.84,0.27,0.06,0.13,0.01,0
FALSE,1970-11-14,63,48,0,0,0.12,0.77,0.18,0.16,0.84,0.27,0.06,0.13,0.01
TRUE,1970-11-15,59,50,0.07,0,0,0.12,0.77,0.18,0.16,0.84,0.27,0.06,0.13
TRUE,1970-11-16,53,48,0.07,0.07,0,0,0.12,0.77,0.18,0.16,0.84,0.27,0.06
TRUE,1970-11-17,51,46,0.05,0.07,0.07,0,0,0.12,0.77,0.18,0.16,0.84,0.27
FALSE,1970-11-18,49,44,0,0.05,0.07,0.07,0,0,0.12,0.77,0.18,0.16,0.84
TRUE,1970-11-19,49,45,0.04,0,0.05,0.07,0.07,0,0,0.12,0.77,0.18,0.16
FALSE,1970-11-20,47,36,0,0.04,0,0.05,0.07,0.07,0,0,0.12,0.77,0.18
FALSE,1970-11-21,36,28,0,0,0.04,0,0.05,0.07,0.07,0,0,0.12,0.77
TRUE,1970-11-22,37,27,0.04,0,0,0.04,0,0.05,0.07,0.07,0,0,0.12
TRUE,1970-11-23,53,32,1.08,0.04,0,0,0.04,0,0.05,0.07,0.07,0,0
TRUE,1970-11-24,54,38,0.16,1.08,0.04,0,0,0.04,0,0.05,0.07,0.07,0
TRUE,1970-11-25,41,35,0.02,0.16,1.08,0.04,0,0,0.04,0,0.05,0.07,0.07
TRUE,1970-11-26,39,33,0.45,0.02,0.16,1.08,0.04,0,0,0.04,0,0.05,0.07
TRUE,1970-11-27,44,36,0.26,0.45,0.02,0.16,1.08,0.04,0,0,0.04,0,0.05
FALSE,1970-11-28,41,32,0,0.26,0.45,0.02,0.16,1.08,0.04,0,0,0.04,0
TRUE,1970-11-29,38,28,0.05,0,0.26,0.45,0.02,0.16,1.08,0.04,0,0,0.04
TRUE,1970-11-30,41,36,0.2,0.05,0,0.26,0.45,0.02,0.16,1.08,0.04,0,0
TRUE,1970-12-01,38,34,0.27,0.2,0.05,0,0.26,0.45,0.02,0.16,1.08,0.04,0
TRUE,1970-12-02,40,35,0.01,0.27,0.2,0.05,0,0.26,0.45,0.02,0.16,1.08,0.04
TRUE,1970-12-03,42,35,0.13,0.01,0.27,0.2,0.05,0,0.26,0.45,0.02,0.16,1.08
TRUE,1970-12-04,40,34,0.03,0.13,0.01,0.27,0.2,0.05,0,0.26,0.45,0.02,0.16
TRUE,1970-12-05,51,37,1.67,0.03,0.13,0.01,0.27,0.2,0.05,0,0.26,0.45,0.02
TRUE,1970-12-06,52,48,1.39,1.67,0.03,0.13,0.01,0.27,0.2,0.05,0,0.26,0.45
TRUE,1970-12-07,53,37,0.33,1.39,1.67,0.03,0.13,0.01,0.27,0.2,0.05,0,0.26
FALSE,1970-12-08,43,33,0,0.33,1.39,1.67,0.03,0.13,0.01,0.27,0.2,0.05,0
FALSE,1970-12-09,43,34,0,0,0.33,1.39,1.67,0.03,0.13,0.01,0.27,0.2,0.05
TRUE,1970-12-10,49,40,0.85,0,0,0.33,1.39,1.67,0.03,0.13,0.01,0.27,0.2
FALSE,1970-12-11,46,37,0,0.85,0,0,0.33,1.39,1.67,0.03,0.13,0.01,0.27
FALSE,1970-12-12,42,33,0,0,0.85,0,0,0.33,1.39,1.67,0.03,0.13,0.01
TRUE,1970-12-13,43,37,0.01,0,0,0.85,0,0,0.33,1.39,1.67,0.03,0.13
TRUE,1970-12-14,44,38,0.38,0.01,0,0,0.85,0,0,0.33,1.39,1.67,0.03
TRUE,1970-12-15,46,38,0.34,0.38,0.01,0,0,0.85,0,0,0.33,1.39,1.67
TRUE,1970-12-16,48,41,0.42,0.34,0.38,0.01,0,0,0.85,0,0,0.33,1.39
FALSE,1970-12-17,46,34,0,0.42,0.34,0.38,0.01,0,0,0.85,0,0,0.33
FALSE,1970-12-18,39,30,0,0,0.42,0.34,0.38,0.01,0,0,0.85,0,0
TRUE,1970-12-19,38,32,0.23,0,0,0.42,0.34,0.38,0.01,0,0,0.85,0
TRUE,1970-12-20,41,33,0.33,0.23,0,0,0.42,0.34,0.38,0.01,0,0,0.85
FALSE,1970-12-21,36,29,0,0.33,0.23,0,0,0.42,0.34,0.38,0.01,0,0
FALSE,1970-12-22,35,27,0,0,0.33,0.23,0,0,0.42,0.34,0.38,0.01,0
FALSE,1970-12-23,39,34,0,0,0,0.33,0.23,0,0,0.42,0.34,0.38,0.01
FALSE,1970-12-24,40,32,0,0,0,0,0.33,0.23,0,0,0.42,0.34,0.38
FALSE,1970-12-25,36,33,0,0,0,0,0,0.33,0.23,0,0,0.42,0.34
TRUE,1970-12-26,36,31,0.03,0,0,0,0,0,0.33,0.23,0,0,0.42
TRUE,1970-12-27,43,36,0.26,0.03,0,0,0,0,0,0.33,0.23,0,0
TRUE,1970-12-28,45,39,0.35,0.26,0.03,0,0,0,0,0,0.33,0.23,0
TRUE,1970-12-29,42,37,0.21,0.35,0.26,0.03,0,0,0,0,0,0.33,0.23
TRUE,1970-12-30,46,40,1.04,0.21,0.35,0.26,0.03,0,0,0,0,0,0.33
FALSE,1970-12-31,42,32,0,1.04,0.21,0.35,0.26,0.03,0,0,0,0,0
FALSE,1971-01-01,38,30,0,0,1.04,0.21,0.35,0.26,0.03,0,0,0,0
FALSE,1971-01-02,34,29,0,0,0,1.04,0.21,0.35,0.26,0.03,0,0,0
FALSE,1971-01-03,32,24,0,0,0,0,1.04,0.21,0.35,0.26,0.03,0,0
FALSE,1971-01-04,35,25,0,0,0,0,0,1.04,0.21,0.35,0.26,0.03,0
FALSE,1971-01-05,35,24,0,0,0,0,0,0,1.04,0.21,0.35,0.26,0.03
TRUE,1971-01-06,35,30,0.01,0,0,0,0,0,0,1.04,0.21,0.35,0.26
TRUE,1971-01-07,43,32,0.11,0.01,0,0,0,0,0,0,1.04,0.21,0.35
TRUE,1971-01-08,46,43,0.54,0.11,0.01,0,0,0,0,0,0,1.04,0.21
TRUE,1971-01-09,48,42,0.12,0.54,0.11,0.01,0,0,0,0,0,0,1.04
TRUE,1971-01-10,42,33,0.25,0.12,0.54,0.11,0.01,0,0,0,0,0,0
TRUE,1971-01-11,34,27,0.24,0.25,0.12,0.54,0.11,0.01,0,0,0,0,0
TRUE,1971-01-12,34,28,0.07,0.24,0.25,0.12,0.54,0.11,0.01,0,0,0,0
TRUE,1971-01-13,34,26,0.06,0.07,0.24,0.25,0.12,0.54,0.11,0.01,0,0,0
TRUE,1971-01-14,38,28,0.52,0.06,0.07,0.24,0.25,0.12,0.54,0.11,0.01,0,0
TRUE,1971-01-15,50,38,0.82,0.52,0.06,0.07,0.24,0.25,0.12,0.54,0.11,0.01,0
TRUE,1971-01-16,54,42,0.31,0.82,0.52,0.06,0.07,0.24,0.25,0.12,0.54,0.11,0.01
TRUE,1971-01-17,53,45,0.03,0.31,0.82,0.52,0.06,0.07,0.24,0.25,0.12,0.54,0.11
TRUE,1971-01-18,55,45,0.56,0.03,0.31,0.82,0.52,0.06,0.07,0.24,0.25,0.12,0.54
TRUE,1971-01-19,53,40,0.2,0.56,0.03,0.31,0.82,0.52,0.06,0.07,0.24,0.25,0.12
TRUE,1971-01-20,41,36,0.05,0.2,0.56,0.03,0.31,0.82,0.52,0.06,0.07,0.24,0.25
TRUE,1971-01-21,40,35,0.11,0.05,0.2,0.56,0.03,0.31,0.82,0.52,0.06,0.07,0.24
TRUE,1971-01-22,44,35,0.05,0.11,0.05,0.2,0.56,0.03,0.31,0.82,0.52,0.06,0.07
FALSE,1971-01-23,44,43,0,0.05,0.11,0.05,0.2,0.56,0.03,0.31,0.82,0.52,0.06
TRUE,1971-01-24,43,40,0.59,0,0.05,0.11,0.05,0.2,0.56,0.03,0.31,0.82,0.52
TRUE,1971-01-25,47,36,0.51,0.59,0,0.05,0.11,0.05,0.2,0.56,0.03,0.31,0.82
TRUE,1971-01-26,52,44,0.16,0.51,0.59,0,0.05,0.11,0.05,0.2,0.56,0.03,0.31
FALSE,1971-01-27,50,40,0,0.16,0.51,0.59,0,0.05,0.11,0.05,0.2,0.56,0.03
FALSE,1971-01-28,43,37,0,0,0.16,0.51,0.59,0,0.05,0.11,0.05,0.2,0.56
TRUE,1971-01-29,48,35,0.01,0,0,0.16,0.51,0.59,0,0.05,0.11,0.05,0.2
FALSE,1971-01-30,52,48,0,0.01,0,0,0.16,0.51,0.59,0,0.05,0.11,0.05
FALSE,1971-01-31,54,48,0,0,0.01,0,0,0.16,0.51,0.59,0,0.05,0.11
TRUE,1971-02-01,48,43,0.01,0,0,0.01,0,0,0.16,0.51,0.59,0,0.05
